port,transport,service
7010,udp,ups-onlinet
7010,tcp,ups-onlinet
7011,udp,talon-disc
7011,tcp,talon-disc
7012,udp,talon-engine
7012,tcp,talon-engine
7013,udp,microtalon-dis
7013,tcp,microtalon-dis
7014,udp,microtalon-com
7014,tcp,microtalon-com
7015,udp,talon-webserver
7015,tcp,talon-webserver
7020,udp,dpserve
7020,tcp,dpserve
7021,udp,dpserveadmin
7021,tcp,dpserveadmin
7022,tcp,ctdp
7022,udp,ctdp
7023,tcp,ct2nmcs
7023,udp,ct2nmcs
7024,tcp,vmsvc
7024,udp,vmsvc
7025,tcp,vmsvc-2
7025,udp,vmsvc-2
7030,udp,op-probe
7030,tcp,op-probe
7070,udp,arcp
7070,tcp,arcp
7099,udp,lazy-ptop
7099,tcp,lazy-ptop
7100,udp,font-service
7100,tcp,font-service
7121,udp,virprot-lm
7121,tcp,virprot-lm
7128,tcp,scenidm
7128,udp,scenidm
7129,tcp,scenccs
7129,udp,scenccs
7161,tcp,cabsm-comm
7161,udp,cabsm-comm
7162,tcp,caistoragemgr
7162,udp,caistoragemgr
7163,tcp,cacsambroker
7163,udp,cacsambroker
7174,udp,clutild
7174,tcp,clutild
7200,udp,fodms
7200,tcp,fodms
7201,udp,dlip
7201,tcp,dlip
7227,tcp,ramp
7227,udp,ramp
7272,tcp,watchme-7272
7272,udp,watchme-7272
7273,tcp,oma-rlp
7273,udp,oma-rlp
7274,tcp,oma-rlp-s
7274,udp,oma-rlp-s
7275,tcp,oma-ulp
7275,udp,oma-ulp
7280,udp,itactionserver1
7280,tcp,itactionserver1
7281,udp,itactionserver2
7281,tcp,itactionserver2
7365,tcp,lcm-server
7365,udp,lcm-server
7391,udp,mindfilesys
7391,tcp,mindfilesys
7392,udp,mrssrendezvous
7392,tcp,mrssrendezvous
7393,tcp,nfoldman
7393,udp,nfoldman
7394,tcp,fse
7394,udp,fse
7395,udp,winqedit
7395,tcp,winqedit
7397,tcp,hexarc
7397,udp,hexarc
7400,tcp,rtps-discovery
7400,udp,rtps-discovery
7401,tcp,rtps-dd-ut
7401,udp,rtps-dd-ut
7402,tcp,rtps-dd-mt
7402,udp,rtps-dd-mt
7410,tcp,ionixnetmon
7410,udp,ionixnetmon
7421,tcp,mtportmon
7421,udp,mtportmon
7426,udp,pmdmgr
7426,tcp,pmdmgr
7427,udp,oveadmgr
7427,tcp,oveadmgr
7428,udp,ovladmgr
7428,tcp,ovladmgr
7429,udp,opi-sock
7429,tcp,opi-sock
7430,udp,xmpv7
7430,tcp,xmpv7
7431,udp,pmd
7431,tcp,pmd
7437,udp,faximum
7437,tcp,faximum
7443,tcp,oracleas-https
7443,udp,oracleas-https
7491,udp,telops-lmd
7491,tcp,telops-lmd
7500,tcp,silhouette
7500,udp,silhouette
7501,udp,ovbus
7501,tcp,ovbus
7510,udp,ovhpas
7510,tcp,ovhpas
7511,udp,pafec-lm
7511,tcp,pafec-lm
7543,tcp,atul
7543,udp,atul
7544,udp,nta-ds
7544,tcp,nta-ds
7545,udp,nta-us
7545,tcp,nta-us
7546,tcp,cfs
7546,udp,cfs
7547,tcp,cwmp
7547,udp,cwmp
7548,tcp,tidp
7548,udp,tidp
7549,tcp,nls-tl
7549,udp,nls-tl
7560,tcp,sncp
7560,udp,sncp
7566,udp,vsi-omega
7566,tcp,vsi-omega
7570,udp,aries-kfinder
7570,tcp,aries-kfinder
7588,udp,sun-lm
7588,tcp,sun-lm
7624,udp,indi
7624,tcp,indi
7626,tcp,simco
7627,tcp,soap-http
7627,udp,soap-http
7628,tcp,zen-pawn
7628,udp,zen-pawn
7629,tcp,xdas
7629,udp,xdas
7633,udp,pmdfmgt
7633,tcp,pmdfmgt
7648,tcp,cuseeme
7648,udp,cuseeme
7674,udp,imqtunnels
7674,tcp,imqtunnels
7675,udp,imqtunnel
7675,tcp,imqtunnel
7676,udp,imqbrokerd
7676,tcp,imqbrokerd
7677,tcp,sun-user-https
7677,udp,sun-user-https
7697,tcp,klio
7697,udp,klio
7707,tcp,sync-em7
7707,udp,sync-em7
7708,tcp,scinet
7708,udp,scinet
7720,tcp,medimageportal
7720,udp,medimageportal
7725,tcp,nitrogen
7725,udp,nitrogen
7726,tcp,freezexservice
7726,udp,freezexservice
7727,tcp,trident-data
7727,udp,trident-data
7738,tcp,aiagent
7738,udp,aiagent
7743,udp,sstp-1
7743,tcp,sstp-1
7744,tcp,raqmon-pdu
7744,udp,raqmon-pdu
7777,udp,cbt
7777,tcp,cbt
7778,udp,interwise
7778,tcp,interwise
7779,udp,vstat
7779,tcp,vstat
7781,udp,accu-lmgr
7781,tcp,accu-lmgr
7786,udp,minivend
7786,tcp,minivend
7787,tcp,popup-reminders
7787,udp,popup-reminders
7789,tcp,office-tools
7789,udp,office-tools
7794,tcp,q3ade
7794,udp,q3ade
7797,udp,pnet-conn
7797,tcp,pnet-conn
7798,udp,pnet-enc
7798,tcp,pnet-enc
7800,tcp,asr
7800,udp,asr
7801,tcp,ssp-client
7801,udp,ssp-client
7845,udp,apc-7845
7845,tcp,apc-7845
7846,udp,apc-7846
7846,tcp,apc-7846
7887,tcp,ubroker
7887,udp,ubroker
7900,tcp,mevent
7900,udp,mevent
7901,tcp,tnos-sp
7901,udp,tnos-sp
7902,tcp,tnos-dp
7902,udp,tnos-dp
7903,tcp,tnos-dps
7903,udp,tnos-dps
7913,udp,qo-secure
7913,tcp,qo-secure
7932,udp,t2-drm
7932,tcp,t2-drm
7933,udp,t2-brm
7933,tcp,t2-brm
7967,udp,supercell
7967,tcp,supercell
7979,udp,micromuse-ncps
7979,tcp,micromuse-ncps
7980,udp,quest-vista
7980,tcp,quest-vista
7999,udp,irdmi2
7999,tcp,irdmi2
8000,udp,irdmi
8000,tcp,irdmi
8001,udp,vcom-tunnel
8001,tcp,vcom-tunnel
8002,udp,teradataordbms
8002,tcp,teradataordbms
8008,udp,http-alt
8008,tcp,http-alt
8020,tcp,intu-ec-svcdisc
8020,udp,intu-ec-svcdisc
8021,tcp,intu-ec-client
8021,udp,intu-ec-client
8022,udp,oa-system
8022,tcp,oa-system
8025,tcp,ca-audit-da
8025,udp,ca-audit-da
8026,tcp,ca-audit-ds
8026,udp,ca-audit-ds
8032,udp,pro-ed
8032,tcp,pro-ed
8033,udp,mindprint
8033,tcp,mindprint
8052,tcp,senomix01
8052,udp,senomix01
8053,tcp,senomix02
8053,udp,senomix02
8054,tcp,senomix03
8054,udp,senomix03
8055,tcp,senomix04
8055,udp,senomix04
8056,tcp,senomix05
8056,udp,senomix05
8057,tcp,senomix06
8057,udp,senomix06
8058,tcp,senomix07
8058,udp,senomix07
8059,tcp,senomix08
8059,udp,senomix08
8074,tcp,gadugadu
8074,udp,gadugadu
8080,udp,http-alt
8080,tcp,http-alt
8081,tcp,sunproxyadmin
8081,udp,sunproxyadmin
8082,tcp,us-cli
8082,udp,us-cli
8083,tcp,us-srv
8083,udp,us-srv
8088,udp,radan-http
8088,tcp,radan-http
8097,tcp,sac
8097,udp,sac
8100,udp,xprint-server
8100,tcp,xprint-server
8115,udp,mtl8000-matrix
8115,tcp,mtl8000-matrix
8116,udp,cp-cluster
8116,tcp,cp-cluster
8118,udp,privoxy
8118,tcp,privoxy
8121,tcp,apollo-data
8121,udp,apollo-data
8122,tcp,apollo-admin
8122,udp,apollo-admin
8128,tcp,paycash-online
8128,udp,paycash-online
8129,tcp,paycash-wbp
8129,udp,paycash-wbp
8130,udp,indigo-vrmi
8130,tcp,indigo-vrmi
8131,udp,indigo-vbcp
8131,tcp,indigo-vbcp
8132,udp,dbabble
8132,tcp,dbabble
8148,tcp,isdd
8148,udp,isdd
8160,udp,patrol
8160,tcp,patrol
8161,udp,patrol-snmp
8161,tcp,patrol-snmp
8192,tcp,spytechphone
8192,udp,spytechphone
8194,tcp,blp1
8194,udp,blp1
8195,tcp,blp2
8195,udp,blp2
8199,udp,vvr-data
8199,tcp,vvr-data
8200,udp,trivnet1
8200,tcp,trivnet1
8201,udp,trivnet2
8201,tcp,trivnet2
8204,udp,lm-perfworks
8204,tcp,lm-perfworks
8205,udp,lm-instmgr
8205,tcp,lm-instmgr
8206,udp,lm-dta
8206,tcp,lm-dta
8207,udp,lm-sserver
8207,tcp,lm-sserver
8208,udp,lm-webwatcher
8208,tcp,lm-webwatcher
8230,tcp,rexecj
8230,udp,rexecj
8292,tcp,blp3
8292,udp,blp3
8294,tcp,blp4
8294,udp,blp4
8300,tcp,tmi
8300,udp,tmi
8301,tcp,amberon
8301,udp,amberon
8351,udp,server-find
8351,tcp,server-find
8376,udp,cruise-enum
8376,tcp,cruise-enum
8377,udp,cruise-swroute
8377,tcp,cruise-swroute
8378,udp,cruise-config
8378,tcp,cruise-config
8379,udp,cruise-diags
8379,tcp,cruise-diags
8380,udp,cruise-update
8380,tcp,cruise-update
8383,tcp,m2mservices
8383,udp,m2mservices
8400,udp,cvd
8400,tcp,cvd
8401,udp,sabarsd
8401,tcp,sabarsd
8402,udp,abarsd
8402,tcp,abarsd
8403,udp,admind
8403,tcp,admind
8416,udp,espeech
8416,tcp,espeech
8417,udp,espeech-rtp
8417,tcp,espeech-rtp
8443,udp,pcsync-https
8443,tcp,pcsync-https
8444,udp,pcsync-http
8444,tcp,pcsync-http
8450,udp,npmp
8450,tcp,npmp
8473,udp,vp2p
8473,tcp,vp2p
8474,tcp,noteshare
8474,udp,noteshare
8500,tcp,fmtp
8500,udp,fmtp
8554,udp,rtsp-alt
8554,tcp,rtsp-alt
8555,udp,d-fence
8555,tcp,d-fence
8668,divert,natd
8567,tcp,oap-admin
8567,udp,oap-admin
8600,tcp,asterix
8600,udp,asterix
8611,tcp,canon-bjnp1
8611,udp,canon-bjnp1
8612,tcp,canon-bjnp2
8612,udp,canon-bjnp2
8613,tcp,canon-bjnp3
8613,udp,canon-bjnp3
8614,tcp,canon-bjnp4
8614,udp,canon-bjnp4
8686,tcp,sun-as-jmxrmi
8686,udp,sun-as-jmxrmi
8699,tcp,vnyx
8699,udp,vnyx
8733,udp,ibus
8733,tcp,ibus
8763,udp,mc-appserver
8763,tcp,mc-appserver
8764,udp,openqueue
8764,tcp,openqueue
8765,udp,ultraseek-http
8765,tcp,ultraseek-http
8770,tcp,dpap
8770,udp,dpap
8786,udp,msgclnt
8786,tcp,msgclnt
8787,udp,msgsrvr
8787,tcp,msgsrvr
8800,tcp,sunwebadmin
8800,udp,sunwebadmin
8804,udp,truecm
8804,tcp,truecm
8873,tcp,dxspider
8873,udp,dxspider
8880,udp,cddbp-alt
8880,tcp,cddbp-alt
8888,udp,ddi-udp-1
8888,tcp,ddi-tcp-1
8889,udp,ddi-udp-2
8889,tcp,ddi-tcp-2
8890,udp,ddi-udp-3
8890,tcp,ddi-tcp-3
8891,udp,ddi-udp-4
8891,tcp,ddi-tcp-4
8892,udp,ddi-udp-5
8892,tcp,ddi-tcp-5
8893,udp,ddi-udp-6
8893,tcp,ddi-tcp-6
8894,udp,ddi-udp-7
8894,tcp,ddi-tcp-7
8900,udp,jmb-cds1
8900,tcp,jmb-cds1
8901,udp,jmb-cds2
8901,tcp,jmb-cds2
8910,udp,manyone-http
8910,tcp,manyone-http
8911,udp,manyone-xml
8911,tcp,manyone-xml
8912,tcp,wcbackup
8912,udp,wcbackup
8913,tcp,dragonfly
8913,udp,dragonfly
8954,udp,cumulus-admin
8954,tcp,cumulus-admin
8989,tcp,sunwebadmins
8989,udp,sunwebadmins
8999,udp,bctp
8999,tcp,bctp
9000,udp,cslistener
9000,tcp,cslistener
9001,udp,etlservicemgr
9001,tcp,etlservicemgr
9002,udp,dynamid
9002,tcp,dynamid
9009,tcp,pichat
9009,udp,pichat
9020,udp,tambora
9020,tcp,tambora
9021,udp,panagolin-ident
9021,tcp,panagolin-ident
9022,udp,paragent
9022,tcp,paragent
9023,udp,swa-1
9023,tcp,swa-1
9024,udp,swa-2
9024,tcp,swa-2
9025,udp,swa-3
9025,tcp,swa-3
9026,udp,swa-4
9026,tcp,swa-4
9080,udp,glrpc
9080,tcp,glrpc
9088,tcp,sqlexec
9088,udp,sqlexec
9089,tcp,sqlexec-ssl
9089,udp,sqlexec-ssl
9090,udp,websm
9090,tcp,websm
9091,udp,xmltec-xmlmail
9091,tcp,xmltec-xmlmail
9092,tcp,XmlIpcRegSvc
9092,udp,XmlIpcRegSvc
9100,udp,hp-pdl-datastr
9100,tcp,hp-pdl-datastr
9100,udp,pdl-datastream
9100,tcp,pdl-datastream
9101,udp,bacula-dir
9101,tcp,bacula-dir
9102,udp,bacula-fd
9102,tcp,bacula-fd
9103,udp,bacula-sd
9103,tcp,bacula-sd
9104,tcp,peerwire
9104,udp,peerwire
9119,tcp,mxit
9119,udp,mxit
9131,tcp,dddp
9131,udp,dddp
9160,udp,netlock1
9160,tcp,netlock1
9161,udp,netlock2
9161,tcp,netlock2
9162,udp,netlock3
9162,tcp,netlock3
9163,udp,netlock4
9163,tcp,netlock4
9164,udp,netlock5
9164,tcp,netlock5
9191,tcp,sun-as-jpda
9191,udp,sun-as-jpda
9200,udp,wap-wsp
9200,tcp,wap-wsp
9201,udp,wap-wsp-wtp
9201,tcp,wap-wsp-wtp
9202,udp,wap-wsp-s
9202,tcp,wap-wsp-s
9203,udp,wap-wsp-wtp-s
9203,tcp,wap-wsp-wtp-s
9204,udp,wap-vcard
9204,tcp,wap-vcard
9205,udp,wap-vcal
9205,tcp,wap-vcal
9206,udp,wap-vcard-s
9206,tcp,wap-vcard-s
9207,udp,wap-vcal-s
9207,tcp,wap-vcal-s
9208,tcp,rjcdb-vcards
9208,udp,rjcdb-vcards
9209,tcp,almobile-system
9209,udp,almobile-system
9210,udp,lif-mlp
9210,tcp,lif-mlp
9211,udp,lif-mlp-s
9211,tcp,lif-mlp-s
9212,tcp,serverviewdbms
9212,udp,serverviewdbms
9213,tcp,serverstart
9213,udp,serverstart
9214,tcp,ipdcesgbs
9214,udp,ipdcesgbs
9215,tcp,insis
9215,udp,insis
9216,tcp,acme
9216,udp,acme
9217,udp,fsc-port
9217,tcp,fsc-port
9222,tcp,teamcoherence
9222,udp,teamcoherence
9281,udp,swtp-port1
9281,tcp,swtp-port1
9282,udp,swtp-port2
9282,tcp,swtp-port2
9283,udp,callwaveiam
9283,tcp,callwaveiam
9284,udp,visd
9284,tcp,visd
9285,udp,n2h2server
9285,tcp,n2h2server
9287,udp,cumulus
9287,tcp,cumulus
9292,udp,armtechdaemon
9292,tcp,armtechdaemon
9293,tcp,storview
9293,udp,storview
9294,tcp,armcenterhttp
9294,udp,armcenterhttp
9295,tcp,armcenterhttps
9295,udp,armcenterhttps
9300,tcp,vrace
9300,udp,vrace
9318,tcp,secure-ts
9318,udp,secure-ts
9321,udp,guibase
9321,tcp,guibase
9343,udp,mpidcmgr
9343,tcp,mpidcmgr
9344,udp,mphlpdmc
9344,tcp,mphlpdmc
9346,udp,ctechlicensing
9346,tcp,ctechlicensing
9374,udp,fjdmimgr
9374,tcp,fjdmimgr
9396,udp,fjinvmgr
9396,tcp,fjinvmgr
9397,udp,mpidcagt
9397,tcp,mpidcagt
9418,tcp,git
9418,udp,git
9443,tcp,tungsten-https
9443,udp,tungsten-https
9500,udp,ismserver
9500,tcp,ismserver
9535,udp,mngsuite
9535,tcp,mngsuite
9555,tcp,trispen-sra
9555,udp,trispen-sra
9592,tcp,ldgateway
9592,udp,ldgateway
9593,tcp,cba8
9593,udp,cba8
9594,udp,msgsys
9594,tcp,msgsys
9595,udp,pds
9595,tcp,pds
9596,tcp,mercury-disc
9596,udp,mercury-disc
9597,tcp,pd-admin
9597,udp,pd-admin
9598,tcp,vscp
9598,udp,vscp
9599,tcp,robix
9599,udp,robix
9600,udp,micromuse-ncpw
9600,tcp,micromuse-ncpw
9612,udp,streamcomm-ds
9612,tcp,streamcomm-ds
9700,tcp,board-roar
9700,udp,board-roar
9747,udp,l5nas-parchan
9747,tcp,l5nas-parchan
9750,tcp,board-voip
9750,udp,board-voip
9753,udp,rasadv
9753,tcp,rasadv
9762,tcp,tungsten-http
9762,udp,tungsten-http
9800,udp,davsrc
9800,tcp,davsrc
9801,udp,sstp-2
9801,tcp,sstp-2
9802,tcp,davsrcs
9802,udp,davsrcs
9875,udp,sapv1
9875,tcp,sapv1
9876,udp,sd
9876,tcp,sd
9888,udp,cyborg-systems
9888,tcp,cyborg-systems
9898,udp,monkeycom
9898,tcp,monkeycom
9899,udp,sctp-tunneling
9899,tcp,sctp-tunneling
9900,sctp,iua
9900,udp,iua
9900,tcp,iua
9901,udp,enrp
9909,udp,domaintime
9909,tcp,domaintime
9911,udp,sype-transport
9911,tcp,sype-transport
9950,udp,apc-9950
9950,tcp,apc-9950
9951,udp,apc-9951
9951,tcp,apc-9951
9952,udp,apc-9952
9952,tcp,apc-9952
9953,tcp,acis
9953,udp,acis
9966,tcp,odnsp
9966,udp,odnsp
9987,tcp,dsm-scm-target
9987,udp,dsm-scm-target
9990,tcp,osm-appsrvr
9990,udp,osm-appsrvr
9991,tcp,osm-oev
9991,udp,osm-oev
9992,udp,palace-1
9992,tcp,palace-1
9993,udp,palace-2
9993,tcp,palace-2
9994,udp,palace-3
9994,tcp,palace-3
9995,udp,palace-4
9995,tcp,palace-4
9996,udp,palace-5
9996,tcp,palace-5
9997,udp,palace-6
9997,tcp,palace-6
9998,udp,distinct32
9998,tcp,distinct32
9999,udp,distinct
9999,tcp,distinct
10000,udp,ndmp
10000,tcp,ndmp
10001,udp,scp-config
10001,tcp,scp-config
10007,udp,mvs-capacity
10007,tcp,mvs-capacity
10008,udp,octopus
10008,tcp,octopus
10009,tcp,swdtp-sv
10009,udp,swdtp-sv
10050,tcp,zabbix-agent
10050,udp,zabbix-agent
10051,tcp,zabbix-trapper
10051,udp,zabbix-trapper
10080,udp,amanda
10080,tcp,amanda
10081,tcp,famdc
10081,udp,famdc
10100,tcp,itap-ddtp
10100,udp,itap-ddtp
10101,udp,ezmeeting-2
10101,tcp,ezmeeting-2
10102,udp,ezproxy-2
10102,tcp,ezproxy-2
10103,udp,ezrelay
10103,tcp,ezrelay
10104,tcp,swdtp
10104,udp,swdtp
10107,tcp,bctp-server
10107,udp,bctp-server
10113,udp,netiq-endpoint
10113,tcp,netiq-endpoint
10114,udp,netiq-qcheck
10114,tcp,netiq-qcheck
10115,udp,netiq-endpt
10115,tcp,netiq-endpt
10116,udp,netiq-voipa
10116,tcp,netiq-voipa
10128,udp,bmc-perf-sd
10128,tcp,bmc-perf-sd
10160,tcp,qb-db-server
10160,udp,qb-db-server
10200,tcp,trisoap
10200,udp,trisoap
10252,tcp,apollo-relay
10252,udp,apollo-relay
10260,udp,axis-wimp-port
10260,tcp,axis-wimp-port
10288,udp,blocks
10288,tcp,blocks
10800,tcp,gap
10800,udp,gap
10805,tcp,lpdg
10805,udp,lpdg
10990,udp,rmiaux
10990,tcp,rmiaux
11000,udp,irisa
11000,tcp,irisa
11001,udp,metasys
11001,tcp,metasys
11111,udp,vce
11111,tcp,vce
11112,tcp,dicom
11112,udp,dicom
11161,tcp,suncacao-snmp
11161,udp,suncacao-snmp
11162,tcp,suncacao-jmxmp
11162,udp,suncacao-jmxmp
11163,tcp,suncacao-rmi
11163,udp,suncacao-rmi
11164,tcp,suncacao-csa
11164,udp,suncacao-csa
11165,tcp,suncacao-websvc
11165,udp,suncacao-websvc
11201,udp,smsqp
11201,tcp,smsqp
11208,tcp,wifree
11208,udp,wifree
11319,udp,imip
11319,tcp,imip
11320,udp,imip-channels
11320,tcp,imip-channels
11321,udp,arena-server
11321,tcp,arena-server
11367,udp,atm-uhas
11367,tcp,atm-uhas
11371,udp,hkp
11371,tcp,hkp
11600,udp,tempest-port
11600,tcp,tempest-port
11720,udp,h323callsigalt
11720,tcp,h323callsigalt
11751,udp,intrepid-ssl
11751,tcp,intrepid-ssl
11967,udp,sysinfo-sp
11967,tcp,sysinfo-sp
12000,udp,entextxid
12000,tcp,entextxid
12001,udp,entextnetwk
12001,tcp,entextnetwk
12002,udp,entexthigh
12002,tcp,entexthigh
12003,udp,entextmed
12003,tcp,entextmed
12004,udp,entextlow
12004,tcp,entextlow
12005,udp,dbisamserver1
12005,tcp,dbisamserver1
12006,udp,dbisamserver2
12006,tcp,dbisamserver2
12007,tcp,accuracer
12007,udp,accuracer
12008,tcp,accuracer-dbms
12008,udp,accuracer-dbms
12012,tcp,vipera
12012,udp,vipera
12109,udp,rets-ssl
12109,tcp,rets-ssl
12121,tcp,nupaper-ss
12121,udp,nupaper-ss
12168,tcp,cawas
12168,udp,cawas
12172,udp,hivep
12172,tcp,hivep
12300,tcp,linogridengine
12300,udp,linogridengine
12321,tcp,warehouse-sss
12321,udp,warehouse-sss
12322,tcp,warehouse
12322,udp,warehouse
12345,udp,italk
12345,tcp,italk
12753,udp,tsaf
12753,tcp,tsaf
13160,udp,i-zipqd
13160,tcp,i-zipqd
13223,udp,powwow-client
13223,tcp,powwow-client
13224,udp,powwow-server
13224,tcp,powwow-server
13720,udp,bprd
13720,tcp,bprd
13721,udp,bpdbm
13721,tcp,bpdbm
13722,udp,bpjava-msvc
13722,tcp,bpjava-msvc
13724,udp,vnetd
13724,tcp,vnetd
13782,udp,bpcd
13782,tcp,bpcd
13783,udp,vopied
13783,tcp,vopied
13785,tcp,nbdb
13785,udp,nbdb
13786,tcp,nomdb
13786,udp,nomdb
13818,udp,dsmcc-config
13818,tcp,dsmcc-config
13819,udp,dsmcc-session
13819,tcp,dsmcc-session
13820,udp,dsmcc-passthru
13820,tcp,dsmcc-passthru
13821,udp,dsmcc-download
13821,tcp,dsmcc-download
13822,udp,dsmcc-ccp
13822,tcp,dsmcc-ccp
14001,sctp,sua
14001,udp,sua
14001,tcp,sua
14033,udp,sage-best-com1
14033,tcp,sage-best-com1
14034,udp,sage-best-com2
14034,tcp,sage-best-com2
14141,udp,vcs-app
14141,tcp,vcs-app
14142,tcp,icpp
14142,udp,icpp
14145,udp,gcm-app
14145,tcp,gcm-app
14149,udp,vrts-tdd
14149,tcp,vrts-tdd
14154,tcp,vad
14154,udp,vad
14414,tcp,ca-web-update
14414,udp,ca-web-update
14936,udp,hde-lcesrvr-1
14936,tcp,hde-lcesrvr-1
14937,udp,hde-lcesrvr-2
14937,tcp,hde-lcesrvr-2
15000,udp,hydap
15000,tcp,hydap
15345,udp,xpilot
15345,tcp,xpilot
15363,udp,3link
15363,tcp,3link
15555,tcp,cisco-snat
15555,udp,cisco-snat
15740,tcp,ptp
15740,udp,ptp
16161,tcp,sun-sea-port
16161,udp,sun-sea-port
16309,tcp,etb4j
16309,udp,etb4j
16310,tcp,pduncs
16310,udp,pduncs
16360,udp,netserialext1
16360,tcp,netserialext1
16361,udp,netserialext2
16361,tcp,netserialext2
16367,udp,netserialext3
16367,tcp,netserialext3
16368,udp,netserialext4
16368,tcp,netserialext4
16384,tcp,connected
16384,udp,connected
16991,udp,intel-rci-mp
16991,tcp,intel-rci-mp
16992,tcp,amt-soap-http
16992,udp,amt-soap-http
16993,tcp,amt-soap-https
16993,udp,amt-soap-https
16994,tcp,amt-redir-tcp
16994,udp,amt-redir-tcp
16995,tcp,amt-redir-tls
16995,udp,amt-redir-tls
17007,udp,isode-dua
17007,tcp,isode-dua
17185,udp,soundsvirtual
17185,tcp,soundsvirtual
17219,udp,chipper
17219,tcp,chipper
17235,tcp,ssh-mgmt
17235,udp,ssh-mgmt
17729,tcp,ea
17729,udp,ea
17754,tcp,zep
17754,udp,zep
17755,tcp,zigbee-ip
17755,udp,zigbee-ip
17756,tcp,zigbee-ips
17756,udp,zigbee-ips
18000,udp,biimenu
18000,tcp,biimenu
18181,udp,opsec-cvp
18181,tcp,opsec-cvp
18182,udp,opsec-ufp
18182,tcp,opsec-ufp
18183,udp,opsec-sam
18183,tcp,opsec-sam
18184,udp,opsec-lea
18184,tcp,opsec-lea
18185,udp,opsec-omi
18185,tcp,opsec-omi
18186,tcp,ohsc
18186,udp,ohsc
18187,udp,opsec-ela
18187,tcp,opsec-ela
18241,udp,checkpoint-rtm
18241,tcp,checkpoint-rtm
18463,udp,ac-cluster
18463,tcp,ac-cluster
18769,udp,ique
18769,tcp,ique
18881,tcp,infotos
18881,udp,infotos
18888,udp,apc-necmp
18888,tcp,apc-necmp
19000,tcp,igrid
19000,udp,igrid
19191,udp,opsec-uaa
19191,tcp,opsec-uaa
19194,udp,ua-secureagent
19194,tcp,ua-secureagent
19283,udp,keysrvr
19283,tcp,keysrvr
19315,udp,keyshadow
19315,tcp,keyshadow
19398,udp,mtrgtrans
19398,tcp,mtrgtrans
19410,udp,hp-sco
19410,tcp,hp-sco
19411,udp,hp-sca
19411,tcp,hp-sca
19412,udp,hp-sessmon
19412,tcp,hp-sessmon
19539,tcp,fxuptp
19539,udp,fxuptp
19540,udp,sxuptp
19540,tcp,sxuptp
19541,udp,jcp
19541,tcp,jcp
20000,udp,dnp
20000,tcp,dnp
20001,tcp,microsan
20001,udp,microsan
20002,tcp,commtact-http
20002,udp,commtact-http
20003,tcp,commtact-https
20003,udp,commtact-https
20014,tcp,opendeploy
20014,udp,opendeploy
20034,tcp,nburn_id
20034,udp,nburn_id
20167,tcp,tolfab
20167,udp,tolfab
20202,udp,ipdtp-port
20202,tcp,ipdtp-port
20222,udp,ipulse-ics
20222,tcp,ipulse-ics
20670,udp,track
20670,tcp,track
20999,udp,athand-mmp
20999,tcp,athand-mmp
21000,tcp,irtrans
21000,udp,irtrans
21554,tcp,dfserver
21554,udp,dfserver
21590,udp,vofr-gateway
21590,tcp,vofr-gateway
21800,udp,tvpm
21800,tcp,tvpm
21845,udp,webphone
21845,tcp,webphone
21846,udp,netspeak-is
21846,tcp,netspeak-is
21847,udp,netspeak-cs
21847,tcp,netspeak-cs
21848,udp,netspeak-acd
21848,tcp,netspeak-acd
21849,udp,netspeak-cps
21849,tcp,netspeak-cps
22000,udp,snapenetio
22000,tcp,snapenetio
22001,udp,optocontrol
22001,tcp,optocontrol
22002,tcp,optohost002
22002,udp,optohost002
22003,tcp,optohost003
22003,udp,optohost003
22004,tcp,optohost004
22004,udp,optohost004
22005,tcp,optohost004
22005,udp,optohost004
22273,udp,wnn6
22273,tcp,wnn6
22555,udp,vocaltec-phone
22555,tcp,vocaltec-wconf
22763,tcp,talikaserver
22763,udp,talikaserver
22800,udp,aws-brf
22800,tcp,aws-brf
22951,udp,brf-gw
22951,tcp,brf-gw
23000,tcp,inovaport1
23000,udp,inovaport1
23001,tcp,inovaport2
23001,udp,inovaport2
23002,tcp,inovaport3
23002,udp,inovaport3
23003,tcp,inovaport4
23003,udp,inovaport4
23004,tcp,inovaport5
23004,udp,inovaport5
23005,tcp,inovaport6
23005,udp,inovaport6
23400,tcp,novar-dbase
23400,udp,novar-dbase
23401,tcp,novar-alarm
23401,udp,novar-alarm
23402,tcp,novar-global
23402,udp,novar-global
24000,udp,med-ltp
24000,tcp,med-ltp
24001,udp,med-fsp-rx
24001,tcp,med-fsp-rx
24002,udp,med-fsp-tx
24002,tcp,med-fsp-tx
24003,udp,med-supp
24003,tcp,med-supp
24004,udp,med-ovw
24004,tcp,med-ovw
24005,udp,med-ci
24005,tcp,med-ci
24006,udp,med-net-svc
24006,tcp,med-net-svc
24242,udp,filesphere
24242,tcp,filesphere
24249,udp,vista-4gl
24249,tcp,vista-4gl
24321,tcp,ild
24321,udp,ild
24386,udp,intel_rci
24386,tcp,intel_rci
24554,udp,binkp
24554,tcp,binkp
24677,udp,flashfiler
24677,tcp,flashfiler
24678,udp,proactivate
24678,tcp,proactivate
24680,tcp,tcc-http
24680,udp,tcc-http
24922,udp,snip
24922,tcp,snip
25000,udp,icl-twobase1
25000,tcp,icl-twobase1
25001,udp,icl-twobase2
25001,tcp,icl-twobase2
25002,udp,icl-twobase3
25002,tcp,icl-twobase3
